"Neither","Neither","Neither","Neither","Neither","Success","Success","Violation","Success","Success","Success","Success"
"0","62211","62548","61657","61337","63049","4876","4750","4483","1211","5029","2771"
"Neither","Neither","Neither","Neither","Neither","Neither","Success","Success","Success","Success","Success","Success"
"0","64152","61922","62318","62966","61697","63670","1452","3497","7202","2184","4223"
"Neither","Neither","Neither","Neither","Neither","Success","Success","Violation","Success","Success","Success","Success"
"0","60483","60561","61606","61590","12069","1895","7228","3929","1044","1601","3457"
"Neither","Neither","Success","Success","Success","Success","Success","Success","Success","Success","Success","Success"
"0","60407","60395","2956","7834","3022","5062","1825","2859","3282","8294","1342"
"Neither","Success","Success","Success","Success","Violation","Success","Success","Success","Success","Success","Success"
"0","22133","14198","5409","4812","4478","13697","4666","37860","3233","2557","1212"
