"Neither","Violation","Neither","Neither","Neither","Success","Success","Neither","Success","Success","Success","Neither","Neither","Success","Success"
"0","60831","62019","60185","61253","14062","13705","62276","55823","4742","3634","60259","60321","2357","9313"
"Neither","Success","Neither","Neither","Neither","Neither","Neither","Success","Success","Neither","Success","Neither","Success","Success","Success"
"0","19113","60719","60972","60175","62041","61508","10918","2542","62280","29683","60331","11424","16329","14772"
"Neither","Neither","Neither","Neither","Neither","Neither","Success","Neither","Success","Neither","Neither","Success","Success","Neither","Neither"
"0","61206","62197","60624","62712","61484","10335","60757","2422","60486","63579","2265","44032","62066","62446"
"Neither","Neither","Neither","Neither","Success","Success","Success","Success","Neither","Neither","Success","Neither","Success","Success","Neither"
"0","62963","61727","63179","29076","11930","4762","12177","62404","8104","28276","24762","23528","4807","56314"
"Neither","Success","Neither","Success","Neither","Success","Neither","Neither","Success","Success","Success","Neither","Neither","Success","Success"
"0","8620","65350","16209","62836","37160","62069","65235","31103","22104","7493","64877","65294","33669","4808"
